1,BMW,XETR,1.0,EUR
2,VOW3,XETR,1.0,EUR
3,SIE,XETR,1.0,EUR
4,SAP,XETR,1.0,EUR
5,NFLX,XNAS,1.0,USD
6,GOOG,XNAS,1.0,USD
7,FB,XNAS,1.0,USD
8,ORCL,XNYS,1.0,USD
9,BARCL,XLON,1.0,GBP
10,HON,XNYS,1.0,USD
